#     name      zhel      zcmb f    st   +/-   Mmax   +/-    t0  EBVmw eEBVmw  covMs       Anon   Source
SN2007so   0.0296667 0.0289285 i 0.853 0.011 16.752 0.032  24.3 0.1161 0.0116  1.480e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 H 0.853 0.011 16.373 0.082  30.4 0.1161 0.0116  1.957e-04   Anon   CSP
SN2007so   0.0296667 0.0289285 J 0.853 0.011 15.866 0.109  32.1 0.1161 0.0116  1.009e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 r 0.853 0.011 16.432 0.024  20.2 0.1161 0.0116 -4.574e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 u 0.853 0.011 16.605 0.143  23.0 0.1161 0.0116 -7.889e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 V 0.853 0.011 16.374 0.028  20.1 0.1161 0.0116 -5.320e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 Y 0.853 0.011 16.561 0.041  30.5 0.1161 0.0116  1.503e-04   Anon   CSP
SN2007sr   0.0054733 0.0066557 B 0.988 0.017 12.752 0.046   6.9 0.0398 0.0040  1.376e-06   Anon   CSP
SN2007sr   0.0054733 0.0066557 g 0.988 0.017 12.653 0.025   6.7 0.0398 0.0040  6.686e-08   Anon   CSP
SN2007sr   0.0054733 0.0066557 i 0.988 0.017 13.250 0.056  10.1 0.0398 0.0040  1.910e-06   Anon   CSP
SN2007sr   0.0054733 0.0066557 H 0.988 0.017 13.420 0.028  10.3 0.0398 0.0040  1.017e-05   Anon   CSP
SN2007sr   0.0054733 0.0066557 J 0.988 0.017 13.090 0.067  10.0 0.0398 0.0040 -7.194e-06   Anon   CSP
SN2007sr   0.0054733 0.0066557 r 0.988 0.017 12.644 0.025   5.3 0.0398 0.0040  2.295e-06   Anon   CSP
SN2007sr   0.0054733 0.0066557 u 0.988 0.017 13.367 0.070   8.2 0.0398 0.0040  1.349e-06   Anon   CSP
SN2007sr   0.0054733 0.0066557 V 0.988 0.017 12.606 0.035   5.7 0.0398 0.0040 -3.656e-07   Anon   CSP
SN2007sr   0.0054733 0.0066557 Y 0.988 0.017 13.323 0.053  10.7 0.0398 0.0040  1.390e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 B 0.742 0.023 15.852 0.060   3.0 0.0143 0.0014 -5.255e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 g 0.742 0.023 15.768 0.037   2.7 0.0143 0.0014 -3.758e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 i 0.742 0.023 16.124 0.069   5.4 0.0143 0.0014 -8.564e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 H 0.742 0.023 16.141 0.081   6.3 0.0143 0.0014 -7.937e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 J 0.742 0.023 15.671 0.122   6.1 0.0143 0.0014 -1.216e-04   Anon   CSP
SN2007st   0.0211667 0.0206508 r 0.742 0.023 15.739 0.036   1.6 0.0143 0.0014 -7.781e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 u 0.742 0.023 16.370 0.092   4.6 0.0143 0.0014 -8.270e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 V 0.742 0.023 15.691 0.049   1.8 0.0143 0.0014 -1.645e-05   Anon   CSP
SN2007st   0.0211667 0.0206508 Y 0.742 0.023 15.947 0.070  11.0 0.0143 0.0014 -1.102e-04   Anon   CSP
SN2007ux   0.0308933 0.0319960 B 0.600 0.008 17.397 0.007  -0.4 0.0386 0.0039 -8.254e-06   Anon   CSP
SN2007ux   0.0308933 0.0319960 g 0.600 0.008 17.253 0.007  -0.6 0.0386 0.0039  6.291e-07   Anon   CSP
SN2007ux   0.0308933 0.0319960 i 0.600 0.008 17.608 0.011   0.8 0.0386 0.0039 -3.133e-05   Anon   CSP
SN2007ux   0.0308933 0.0319960 H 0.600 0.008 17.562 0.030   1.2 0.0386 0.0039 -8.767e-06   Anon   CSP
SN2007ux   0.0308933 0.0319960 K 0.600 0.008 17.458 0.079   1.2 0.0386 0.0039 -1.562e-05   Anon   CSP
SN2007ux   0.0308933 0.0319960 J 0.600 0.008 17.417 0.022   1.7 0.0386 0.0039 -5.624e-05   Anon   CSP
SN2007ux   0.0308933 0.0319960 r 0.600 0.008 17.242 0.006  -2.2 0.0386 0.0039 -4.361e-06   Anon   CSP
SN2007ux   0.0308933 0.0319960 u 0.600 0.008 18.174 0.024   1.3 0.0386 0.0039 -2.028e-05   Anon   CSP
SN2007ux   0.0308933 0.0319960 V 0.600 0.008 17.199 0.005  -1.9 0.0386 0.0039  7.289e-06   Anon   CSP
SN2007ux   0.0308933 0.0319960 Y 0.600 0.008 17.496 0.034  12.0 0.0386 0.0039 -4.313e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 B 0.953 0.026 15.643 0.062   3.6 0.0720 0.0072 -4.780e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 g 0.953 0.026 15.524 0.038   3.4 0.0720 0.0072 -4.186e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 i 0.953 0.026 15.935 0.071   6.7 0.0720 0.0072 -1.097e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 H 0.953 0.026 16.002 0.060   9.8 0.0720 0.0072  2.157e-04   Anon   CSP
SN2008C    0.0166100 0.0170667 J 0.953 0.026 15.721 0.101   9.5 0.0720 0.0072 -6.705e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 r 0.953 0.026 15.456 0.035   2.1 0.0720 0.0072 -1.728e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 u 0.953 0.026 16.233 0.108   4.9 0.0720 0.0072 -6.154e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 V 0.953 0.026 15.470 0.046   2.3 0.0720 0.0072 -4.880e-05   Anon   CSP
SN2008C    0.0166100 0.0170667 Y 0.953 0.026 15.930 0.089  16.1 0.0720 0.0072  1.932e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 B 1.761 0.064 16.999 0.037 -10.3 0.0194 0.0019  4.200e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 g 1.761 0.064 16.382 0.031 -10.1 0.0194 0.0019  4.022e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 i 1.761 0.064 14.637 0.044  -8.6 0.0194 0.0019  4.890e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 H 1.761 0.064 13.502 0.169  -7.1 0.0194 0.0019  7.198e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 J 1.761 0.064 13.464 0.088  -2.0 0.0194 0.0019 -5.375e-05   Anon   CSP
SN2008J    0.0158633 0.0151262 r 1.761 0.064 15.044 0.049 -22.1 0.0194 0.0019  5.641e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 u 1.761 0.064 18.507 0.110  -6.8 0.0194 0.0019  2.167e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 V 1.761 0.064 15.691 0.031 -11.5 0.0194 0.0019  4.652e-04   Anon   CSP
SN2008J    0.0158633 0.0151262 Y 1.761 0.064 13.707 0.087  -5.1 0.0194 0.0019  4.291e-04   Anon   CSP
SN2008O    0.0388300 0.0393180 B 0.655 0.013 18.133 0.013  -1.4 0.0763 0.0076  4.016e-06   Anon   CSP
SN2008O    0.0388300 0.0393180 g 0.655 0.013 17.969 0.010  -1.7 0.0763 0.0076  1.112e-05   Anon   CSP
SN2008O    0.0388300 0.0393180 i 0.655 0.013 18.088 0.020   0.3 0.0763 0.0076 -7.634e-05   Anon   CSP
SN2008O    0.0388300 0.0393180 H 0.655 0.013 17.979 0.075  -0.0 0.0763 0.0076 -1.594e-04   Anon   CSP
SN2008O    0.0388300 0.0393180 J 0.655 0.013 17.835 0.043   0.2 0.0763 0.0076 -2.340e-04   Anon   CSP
SN2008O    0.0388300 0.0393180 r 0.655 0.013 17.708 0.010  -3.0 0.0763 0.0076 -4.600e-08   Anon   CSP
SN2008O    0.0388300 0.0393180 u 0.655 0.013 19.371 0.058   0.2 0.0763 0.0076  2.932e-06   Anon   CSP
SN2008O    0.0388300 0.0393180 V 0.655 0.013 17.830 0.011  -2.8 0.0763 0.0076  2.498e-05   Anon   CSP
SN2008O    0.0388300 0.0393180 Y 0.655 0.013 17.953 0.040  -0.2 0.0763 0.0076  1.300e-05   Anon   CSP
SN2008R    0.0134933 0.0128867 B 0.591 0.005 15.259 0.005  -1.4 0.0618 0.0062  1.177e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 g 0.591 0.005 15.137 0.006  -1.6 0.0618 0.0062  2.863e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 i 0.591 0.005 15.571 0.012  -0.3 0.0618 0.0062 -2.551e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 H 0.591 0.005 15.564 0.051   2.1 0.0618 0.0062 -1.197e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 J 0.591 0.005 15.358 0.076   2.6 0.0618 0.0062 -4.477e-05   Anon   CSP
SN2008R    0.0134933 0.0128867 r 0.591 0.005 15.156 0.007  -3.3 0.0618 0.0062  2.388e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 u 0.591 0.005 15.846 0.014   0.3 0.0618 0.0062 -2.344e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 V 0.591 0.005 15.140 0.006  -3.0 0.0618 0.0062  6.953e-06   Anon   CSP
SN2008R    0.0134933 0.0128867 Y 0.591 0.005 15.510 0.057   4.9 0.0618 0.0062  1.017e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 B 0.970 0.006 16.228 0.009  -7.1 0.0311 0.0031  3.157e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 g 0.970 0.006 16.182 0.009  -7.3 0.0311 0.0031  2.503e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 i 0.970 0.006 16.853 0.012  -4.0 0.0311 0.0031  2.410e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 H 0.970 0.006 16.900 0.061  -1.8 0.0311 0.0031  9.909e-06   Anon   CSP
SN2008ar   0.0261300 0.0272474 J 0.970 0.006 16.815 0.029  -2.2 0.0311 0.0031  1.227e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 r 0.970 0.006 16.244 0.009  -8.7 0.0311 0.0031  2.640e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 u 0.970 0.006 16.758 0.022  -5.9 0.0311 0.0031  3.309e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 V 0.970 0.006 16.205 0.007  -8.4 0.0311 0.0031  1.998e-05   Anon   CSP
SN2008ar   0.0261300 0.0272474 Y 0.970 0.006 16.884 0.021  -1.5 0.0311 0.0031  1.806e-05   Anon   CSP
SN2008bc   0.0150767 0.0157067 B 1.048 0.004 14.748 0.003  -8.3 0.2251 0.0225  6.971e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 g 1.048 0.004 14.716 0.004  -8.4 0.2251 0.0225  5.430e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 i 1.048 0.004 15.586 0.007  -4.2 0.2251 0.0225  2.711e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 H 1.048 0.004 15.762 0.019  -2.0 0.2251 0.0225  8.884e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 J 1.048 0.004 15.541 0.014  -2.0 0.2251 0.0225  2.570e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 r 1.048 0.004 14.902 0.004  -8.2 0.2251 0.0225  4.087e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 u 1.048 0.004 15.152 0.006  -6.9 0.2251 0.0225  7.179e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 V 1.048 0.004 14.778 0.004  -8.4 0.2251 0.0225  7.795e-06   Anon   CSP
SN2008bc   0.0150767 0.0157067 Y 1.048 0.004 15.677 0.013  -0.5 0.2251 0.0225  7.603e-06   Anon   CSP
SN2008bd   0.0300833 0.0312803 B 0.415 0.011 18.071 0.055  10.9 0.0751 0.0075 -2.199e-04   Anon   CSP
SN2008bd   0.0300833 0.0312803 g 0.415 0.011 17.680 0.068   9.8 0.0751 0.0075 -1.698e-04   Anon   CSP
SN2008bd   0.0300833 0.0312803 i 0.415 0.011 17.768 0.077   8.7 0.0751 0.0075  3.780e-06   Anon   CSP
SN2008bd   0.0300833 0.0312803 H 0.415 0.011 17.429 0.143  14.1 0.0751 0.0075  2.168e-04   Anon   CSP
SN2008bd   0.0300833 0.0312803 J 0.415 0.011 16.766 0.140  18.7 0.0751 0.0075  1.014e-04   Anon   CSP
SN2008bd   0.0300833 0.0312803 r 0.415 0.011 17.630 0.055   6.7 0.0751 0.0075 -1.551e-04   Anon   CSP
SN2008bd   0.0300833 0.0312803 V 0.415 0.011 17.493 0.038   9.5 0.0751 0.0075 -6.845e-05   Anon   CSP
SN2008bd   0.0300833 0.0312803 Y 0.415 0.011 17.630 0.043  12.5 0.0751 0.0075  1.565e-04   Anon   CSP
SN2008bf   0.0234837 0.0245538 B 1.024 0.005 15.712 0.004  -7.3 0.0296 0.0030  1.128e-05   Anon   CSP
SN2008bf   0.0234837 0.0245538 g 1.024 0.005 15.669 0.004  -7.4 0.0296 0.0030  8.722e-06   Anon   CSP
SN2008bf   0.0234837 0.0245538 i 1.024 0.005 16.512 0.007  -4.1 0.0296 0.0030  7.635e-06   Anon   CSP
SN2008bf   0.0234837 0.0245538 H 1.024 0.005 16.856 0.045  -3.9 0.0296 0.0030  8.148e-06   Anon   CSP
SN2008bf   0.0234837 0.0245538 J 1.024 0.005 16.426 0.012  -4.1 0.0296 0.0030  1.454e-06   Anon   CSP
SN2008bf   0.0234837 0.0245538 r 1.024 0.005 15.883 0.005  -9.0 0.0296 0.0030  1.113e-05   Anon   CSP
SN2008bf   0.0234837 0.0245538 u 1.024 0.005 16.059 0.009  -5.9 0.0296 0.0030  1.094e-05   Anon   CSP
SN2008bf   0.0234837 0.0245538 V 1.024 0.005 15.745 0.004  -8.3 0.0296 0.0030  1.073e-05   Anon   CSP
SN2008bf   0.0234837 0.0245538 Y 1.024 0.005 16.618 0.015  -3.5 0.0296 0.0030  6.889e-06   Anon   CSP
SN2008bi   0.0134367 0.0143882 B 0.485 0.028 16.931 0.111   7.9 0.0370 0.0037 -3.442e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 g 0.485 0.028 16.573 0.079   7.7 0.0370 0.0037 -2.416e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 i 0.485 0.028 16.493 0.087   7.7 0.0370 0.0037 -8.797e-05   Anon   CSP
SN2008bi   0.0134367 0.0143882 H 0.485 0.028 16.250 0.075  10.0 0.0370 0.0037  9.505e-05   Anon   CSP
SN2008bi   0.0134367 0.0143882 J 0.485 0.028 15.437 0.135  10.7 0.0370 0.0037 -7.294e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 r 0.485 0.028 16.431 0.057   5.3 0.0370 0.0037 -2.175e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 u 0.485 0.028 18.131 0.182   9.6 0.0370 0.0037 -4.474e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 V 0.485 0.028 16.421 0.072   6.4 0.0370 0.0037 -1.108e-04   Anon   CSP
SN2008bi   0.0134367 0.0143882 Y 0.485 0.028 16.337 0.070  15.2 0.0370 0.0037  1.104e-04   Anon   CSP
SN2008bq   0.0339767 0.0344433 B 1.155 0.009 16.725 0.005  -0.4 0.0774 0.0077 -1.027e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 g 1.155 0.009 16.645 0.005  -0.3 0.0774 0.0077 -1.472e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 i 1.155 0.009 17.318 0.009   2.6 0.0774 0.0077  1.165e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 H 1.155 0.009 17.376 0.129   7.1 0.0774 0.0077 -2.908e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 J 1.155 0.009 17.070 0.103   7.8 0.0774 0.0077 -8.340e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 r 1.155 0.009 16.706 0.006  -2.7 0.0774 0.0077  3.082e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 u 1.155 0.009 17.312 0.012   1.1 0.0774 0.0077 -2.889e-05   Anon   CSP
SN2008bq   0.0339767 0.0344433 V 1.155 0.009 16.670 0.005  -1.4 0.0774 0.0077  8.796e-06   Anon   CSP
SN2008bq   0.0339767 0.0344433 Y 1.155 0.009 17.234 0.064   7.1 0.0774 0.0077  8.062e-05   Anon   CSP
SN2008bt   0.0153533 0.0165796 B 0.470 0.009 16.753 0.010  -1.1 0.0445 0.0044  9.537e-06   Anon   CSP
SN2008bt   0.0153533 0.0165796 g 0.470 0.009 16.469 0.008  -1.4 0.0445 0.0044  1.112e-05   Anon   CSP
SN2008bt   0.0153533 0.0165796 i 0.470 0.009 16.430 0.015  -1.6 0.0445 0.0044 -8.632e-06   Anon   CSP
SN2008bt   0.0153533 0.0165796 H 0.470 0.009 16.409 0.240  25.7 0.0445 0.0044  2.561e-04   Anon   CSP
SN2008bt   0.0153533 0.0165796 J 0.470 0.009 16.070 0.149  21.4 0.0445 0.0044  2.179e-06   Anon   CSP
SN2008bt   0.0153533 0.0165796 r 0.470 0.009 16.164 0.009  -3.9 0.0445 0.0044  2.023e-05   Anon   CSP
SN2008bt   0.0153533 0.0165796 u 0.470 0.009 17.820 0.031   0.5 0.0445 0.0044 -1.494e-05   Anon   CSP
SN2008bt   0.0153533 0.0165796 V 0.470 0.009 16.254 0.008  -2.6 0.0445 0.0044  2.175e-05   Anon   CSP
SN2008bt   0.0153533 0.0165796 Y 0.470 0.009 16.383 0.051  19.8 0.0445 0.0044  1.348e-04   Anon   CSP
SN2008bz   0.0602367 0.0613265 B 0.927 0.023 17.945 0.050   1.4 0.0226 0.0023 -2.070e-05   Anon   CSP
SN2008bz   0.0602367 0.0613265 g 0.927 0.023 17.918 0.028   1.2 0.0226 0.0023 -2.055e-05   Anon   CSP
SN2008bz   0.0602367 0.0613265 i 0.927 0.023 18.733 0.064   4.5 0.0226 0.0023 -1.277e-05   Anon   CSP
SN2008bz   0.0602367 0.0613265 r 0.927 0.023 18.136 0.028  -0.0 0.0226 0.0023 -2.126e-05   Anon   CSP
SN2008bz   0.0602367 0.0613265 u 0.927 0.023 18.369 0.084   2.7 0.0226 0.0023 -5.124e-05   Anon   CSP
SN2008bz   0.0602367 0.0613265 V 0.927 0.023 17.985 0.038   0.0 0.0226 0.0023 -2.311e-05   Anon   CSP
SN2008cc   0.0103867 0.0101222 B 0.789 0.017 14.174 0.053   9.5 0.0355 0.0035 -8.397e-06   Anon   CSP
SN2008cc   0.0103867 0.0101222 g 0.789 0.017 14.109 0.011  10.3 0.0355 0.0035 -3.207e-06   Anon   CSP
SN2008cc   0.0103867 0.0101222 i 0.789 0.017 14.671 0.056  12.2 0.0355 0.0035 -9.027e-06   Anon   CSP
SN2008cc   0.0103867 0.0101222 H 0.789 0.017 14.481 0.026  19.3 0.0355 0.0035  1.907e-06   Anon   CSP
SN2008cc   0.0103867 0.0101222 J 0.789 0.017 14.216 0.047  19.0 0.0355 0.0035 -5.772e-07   Anon   CSP
SN2008cc   0.0103867 0.0101222 r 0.789 0.017 14.150 0.027   8.3 0.0355 0.0035 -1.164e-05   Anon   CSP
SN2008cc   0.0103867 0.0101222 u 0.789 0.017 14.761 0.079  11.2 0.0355 0.0035 -1.903e-05   Anon   CSP
SN2008cc   0.0103867 0.0101222 V 0.789 0.017 14.090 0.038   8.3 0.0355 0.0035 -6.352e-06   Anon   CSP
SN2008cc   0.0103867 0.0101222 Y 0.789 0.017 14.486 0.021  19.2 0.0355 0.0035 -6.891e-06   Anon   CSP
SN2008cd   0.0074067 0.0084623 i 1.012 0.080 16.011 0.097  11.7 0.0592 0.0059  1.969e-03   Anon   CSP
SN2008cd   0.0074067 0.0084623 B 1.012 0.080 18.836 0.113   8.5 0.0592 0.0059  2.662e-03   Anon   CSP
SN2008cd   0.0074067 0.0084623 r 1.012 0.080 16.334 0.052   8.8 0.0592 0.0059  2.549e-03   Anon   CSP
SN2008cd   0.0074067 0.0084623 g 1.012 0.080 17.896 0.064   8.4 0.0592 0.0059  1.364e-03   Anon   CSP
SN2008cd   0.0074067 0.0084623 V 1.012 0.080 17.152 0.068   7.4 0.0592 0.0059  1.100e-03   Anon   CSP
SN2008cf   0.0459682 0.0468269 B 1.121 0.036 17.071 0.051   0.8 0.0577 0.0058 -6.264e-05   Anon   CSP
SN2008cf   0.0459682 0.0468269 g 1.121 0.036 17.005 0.030   0.9 0.0577 0.0058 -7.854e-05   Anon   CSP
SN2008cf   0.0459682 0.0468269 i 1.121 0.036 17.939 0.068   4.0 0.0577 0.0058 -4.451e-05   Anon   CSP
SN2008cf   0.0459682 0.0468269 H 1.121 0.036 18.088 0.074   6.2 0.0577 0.0058 -1.742e-04   Anon   CSP
SN2008cf   0.0459682 0.0468269 J 1.121 0.036 17.983 0.190   6.5 0.0577 0.0058 -7.054e-04   Anon   CSP
SN2008cf   0.0459682 0.0468269 r 1.121 0.036 17.236 0.030  -1.3 0.0577 0.0058  9.084e-05   Anon   CSP
SN2008cf   0.0459682 0.0468269 u 1.121 0.036 17.269 0.083   2.3 0.0577 0.0058 -2.081e-04   Anon   CSP
SN2008cf   0.0459682 0.0468269 V 1.121 0.036 17.054 0.039  -0.1 0.0577 0.0058 -9.869e-06   Anon   CSP
SN2008cf   0.0459682 0.0468269 Y 1.121 0.036 18.204 0.075   6.4 0.0577 0.0058  6.628e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 B 1.132 0.010 15.364 0.014  19.9 0.0436 0.0044  7.487e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 g 1.132 0.010 15.275 0.011  19.9 0.0436 0.0044  3.005e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 i 1.132 0.010 16.011 0.020  23.0 0.0436 0.0044  4.992e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 H 1.132 0.010 16.275 0.020  25.4 0.0436 0.0044 -3.759e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 J 1.132 0.010 16.099 0.039  25.8 0.0436 0.0044  6.191e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 r 1.132 0.010 15.358 0.010  17.7 0.0436 0.0044  7.895e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 u 1.132 0.010 15.738 0.032  21.4 0.0436 0.0044 -4.238e-06   Anon   CSP
SN2008ff   0.0191933 0.0186725 V 1.132 0.010 15.235 0.009  19.0 0.0436 0.0044  4.501e-05   Anon   CSP
SN2008ff   0.0191933 0.0186725 Y 1.132 0.010 16.092 0.019  30.6 0.0436 0.0044  9.027e-06   Anon   CSP
SN2008fl   0.0199000 0.0194172 B 0.856 0.019 15.640 0.052   3.4 0.1569 0.0157 -1.866e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 g 0.856 0.019 15.570 0.030   3.1 0.1569 0.0157 -1.475e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 i 0.856 0.019 16.063 0.061   6.3 0.1569 0.0157 -6.910e-06   Anon   CSP
SN2008fl   0.0199000 0.0194172 H 0.856 0.019 16.089 0.046   8.5 0.1569 0.0157  4.041e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 J 0.856 0.019 15.925 0.087   8.2 0.1569 0.0157 -2.509e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 r 0.856 0.019 15.612 0.029   2.1 0.1569 0.0157 -1.561e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 u 0.856 0.019 16.105 0.082   5.0 0.1569 0.0157 -3.752e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 V 0.856 0.019 15.580 0.038   2.1 0.1569 0.0157 -1.057e-05   Anon   CSP
SN2008fl   0.0199000 0.0194172 Y 0.856 0.019 15.915 0.031  14.6 0.1569 0.0157  7.952e-06   Anon   CSP
SN2008fp   0.0056600 0.0062867 B 1.077 0.007 13.933 0.005  -5.8 0.1686 0.0169  1.582e-05   Anon   CSP
SN2008fp   0.0056600 0.0062867 g 1.077 0.007 13.708 0.004  -4.9 0.1686 0.0169  8.833e-06   Anon   CSP
SN2008fp   0.0056600 0.0062867 i 1.077 0.007 13.687 0.008  -1.6 0.1686 0.0169  6.876e-06   Anon   CSP
SN2008fp   0.0056600 0.0062867 H 1.077 0.007 13.598 0.010  -0.5 0.1686 0.0169  4.106e-06   Anon   CSP
SN2008fp   0.0056600 0.0062867 J 1.077 0.007 13.343 0.008  -0.5 0.1686 0.0169 -1.137e-05   Anon   CSP
SN2008fp   0.0056600 0.0062867 r 1.077 0.007 13.416 0.005  -6.8 0.1686 0.0169  1.962e-05   Anon   CSP
SN2008fp   0.0056600 0.0062867 u 1.077 0.007 14.621 0.013  -4.4 0.1686 0.0169  6.347e-06   Anon   CSP
SN2008fp   0.0056600 0.0062867 V 1.077 0.007 13.470 0.005  -6.7 0.1686 0.0169  1.852e-05   Anon   CSP
SN2008fp   0.0056600 0.0062867 Y 1.077 0.007 13.628 0.055   4.9 0.1686 0.0169  1.130e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 B 1.059 0.024 16.834 0.054   7.6 0.0395 0.0040  5.676e-06   Anon   CSP
SN2008fr   0.0389733 0.0379062 g 1.059 0.024 16.785 0.032   7.5 0.0395 0.0040 -6.071e-06   Anon   CSP
SN2008fr   0.0389733 0.0379062 i 1.059 0.024 17.645 0.062  10.8 0.0395 0.0040  2.902e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 H 1.059 0.024 17.818 0.052  12.9 0.0395 0.0040  1.504e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 J 1.059 0.024 17.742 0.108   9.8 0.0395 0.0040 -1.379e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 r 1.059 0.024 16.990 0.030   5.6 0.0395 0.0040  4.896e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 u 1.059 0.024 17.233 0.086   8.9 0.0395 0.0040 -2.014e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 V 1.059 0.024 16.835 0.040   6.6 0.0395 0.0040  2.137e-05   Anon   CSP
SN2008fr   0.0389733 0.0379062 Y 1.059 0.024 17.793 0.058  10.3 0.0395 0.0040  3.013e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 B 0.822 0.022 17.626 0.073   8.0 0.0180 0.0018 -7.286e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 g 0.822 0.022 17.641 0.045   7.7 0.0180 0.0018 -5.002e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 i 0.822 0.022 18.346 0.068  10.7 0.0180 0.0018 -2.832e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 H 0.822 0.022 18.252 0.079  16.9 0.0180 0.0018  5.788e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 J 0.822 0.022 17.988 0.117  16.6 0.0180 0.0018  7.243e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 r 0.822 0.022 17.805 0.038   6.7 0.0180 0.0018 -6.077e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 u 0.822 0.022 18.037 0.068  13.6 0.0180 0.0018 -1.487e-04   Anon   CSP
SN2008fu   0.0523700 0.0518336 V 0.822 0.022 17.700 0.050   6.7 0.0180 0.0018 -4.600e-05   Anon   CSP
SN2008fu   0.0523700 0.0518336 Y 0.822 0.022 18.106 0.091   9.0 0.0180 0.0018 -5.006e-06   Anon   CSP
SN2008fw   0.0085433 0.0095066 B 1.114 0.023 14.002 0.049   8.8 0.1123 0.0112  1.531e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 g 1.114 0.023 13.915 0.027   8.8 0.1123 0.0112 -4.049e-06   Anon   CSP
